Quan,Khoang_cach_TT_km,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Loai_duong,O_to_vao,Co_Gara,Co_San_thuong,Gan_Metro_Bus,Mat_do_dan_cu,An_ninh,Gan_nghia_trang_bai_rac,Tinh_trang_ngap,Noi_that,Tinh_trang_Dien_Nuoc,Tuoi_nha_nam,Gia_ban_ty
Hoàn Kiếm,1.08,73,4.4,1,2,2,8.4,Đường nhựa,1,0,0,1,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,12,45.45
Hoàn Kiếm,1.66,62,6.3,7,8,7,5.2,Đường đất,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,24,29.91
Cầu Giấy,8.94,25,3.3,5,9,2,2.3,Đường bê tông,0,0,1,1,Cao,Tốt,0,Ngập nhẹ,Cơ bản,Tốt,10,5.06
Tây Hồ,6.76,122,9.8,6,2,1,10.7,Đường bê tông,1,1,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,12,64.7
Hoàn Kiếm,0.47,50,8.0,2,4,4,6.8,Đường nhựa,1,1,0,0,Thấp,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Hay hỏng,19,29.84
Cầu Giấy,8.9,82,6.6,7,14,4,8.3,Đường đất,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,25,19.44
Thanh Xuân,8.29,39,7.7,3,3,3,4.6,Đường nhựa,1,0,1,0,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,13,8.81
Hai Bà Trưng,4.65,73,6.0,8,2,2,8.7,Đường nhựa,1,1,1,1,Thấp,Rất tốt (VIP),0,Ngập sâu,Full cao cấp,Tốt,7,24.7
Hà Đông,15.06,37,3.5,1,2,3,7.5,Đường đất,1,0,0,0,Trung bình,Bình thường,0,Không ngập,Nhà trống,Tốt,20,4.26
Hoàng Mai,11.62,60,7.9,2,1,1,9.7,Đường đất,1,1,0,1,Thấp,Tốt,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,30,10.77
Thanh Xuân,7.77,34,7.5,5,6,1,10.7,Đường đất,1,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,4,8.21
Hà Đông,13.03,75,8.4,2,3,3,4.4,Đường bê tông,1,1,0,0,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,24,11.53
Bắc Từ Liêm,13.95,40,9.6,8,11,4,6.6,Đường đất,1,0,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,0,5.83
Hoàng Mai,10.35,54,8.2,7,5,3,5.0,Đường đất,1,1,1,0,Cao,Tốt,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,1,8.32
Hà Đông,14.86,79,8.9,5,7,4,10.3,Đường bê tông,1,1,1,1,Thấp,Rất tốt (VIP),1,Không ngập,Cơ bản,Tốt,26,10.36
Thanh Xuân,7.63,69,3.2,7,9,1,3.5,Đường bê tông,0,0,1,0,Trung bình,Bình thường,0,Ngập sâu,Cơ bản,Tốt,15,8.02
Nam Từ Liêm,15.93,60,9.2,2,4,1,3.2,Đường bê tông,0,0,0,0,Trung bình,Kém (Hay mất trộm),0,Ngập nhẹ,Nhà trống,Tốt,21,5.74
Bắc Từ Liêm,16.22,84,4.9,4,1,1,7.4,Đường đất,1,1,1,0,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,2,9.23
Hoàng Mai,6.05,53,9.4,4,1,1,3.6,Đường đất,0,0,1,1,Cao,Rất tốt (VIP),0,Ngập sâu,Full cao cấp,Tốt,26,7.63
Thanh Xuân,6.0,67,5.4,2,3,1,9.7,Đường bê tông,1,1,0,1,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,19,19.21
Hoàng Mai,11.96,83,5.3,8,6,7,4.6,Đường bê tông,1,1,1,0,Cao,Rất tốt (VIP),0,Ngập sâu,Đồ gỗ xịn,Tốt,4,11.49
Hai Bà Trưng,3.69,62,8.4,3,3,4,1.8,Đường bê tông,0,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,2,12.18
Hoàn Kiếm,1.71,35,4.6,3,5,4,7.9,Đường bê tông,1,0,1,0,Thấp,Kém (Hay mất trộm),0,Ngập nhẹ,Đồ gỗ xịn,Tốt,9,17.18
Hà Đông,12.8,65,9.7,1,1,1,2.8,Đường bê tông,0,0,0,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,3,7.46
Bắc Từ Liêm,15.05,75,3.8,5,3,4,11.6,Đường đất,1,0,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,25,9.43
Bắc Từ Liêm,13.82,63,3.1,3,2,1,3.6,Đường đất,0,0,1,1,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,17,5.93
Thanh Xuân,9.88,37,6.3,3,3,2,5.0,Đường đất,1,0,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,26,8.65
Tây Hồ,7.29,25,8.7,8,12,3,7.5,Đường nhựa,1,0,1,0,Cao,Tốt,0,Không ngập,Full cao cấp,Hay hỏng,30,8.75
Hoàng Mai,10.96,82,7.4,2,2,3,8.7,Đường đất,1,1,0,0,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,11,11.77
Đống Đa,4.49,90,8.6,2,2,2,9.3,Đường bê tông,1,1,0,0,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,10,27.59
Nam Từ Liêm,11.88,35,5.1,5,9,6,6.6,Đường bê tông,1,0,1,1,Thấp,Rất tốt (VIP),1,Không ngập,Cơ bản,Hay hỏng,25,4.76
Tây Hồ,6.14,87,8.8,7,5,2,5.2,Đường nhựa,1,1,1,1,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,9,42.18
Nam Từ Liêm,13.39,46,8.4,2,2,3,7.8,Đường bê tông,1,1,0,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Hay hỏng,11,6.99
Hoàn Kiếm,1.13,60,3.3,2,4,1,3.1,Đường bê tông,0,0,0,1,Cao,Bình thường,0,Không ngập,Cơ bản,Tốt,20,29.24
Thanh Xuân,7.89,46,9.2,3,3,4,7.9,Đường nhựa,1,1,1,1,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,5,10.79
Long Biên,4.77,65,7.0,7,5,2,1.7,Đường bê tông,0,0,1,0,Trung bình,Bình thường,0,Ngập nhẹ,Nhà trống,Tốt,23,9.11
Hà Đông,15.41,56,9.2,7,2,1,10.1,Đường bê tông,1,1,1,0,Cao,Rất tốt (VIP),0,Ngập nhẹ,Full cao cấp,Tốt,6,8.66
Ba Đình,2.35,122,7.5,7,3,1,7.0,Đường đất,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,28,55.78
Hoàn Kiếm,0.29,79,5.9,7,9,6,12.0,Đường đất,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,28,51.91
Cầu Giấy,7.75,114,8.6,6,12,9,5.5,Đường bê tông,1,1,1,0,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,22,31.35
Đống Đa,4.83,25,4.7,7,3,4,7.3,Đường nhựa,1,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,11,7.71
Đống Đa,5.47,145,9.5,4,8,2,8.0,Đường nhựa,1,1,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Hay hỏng,25,48.89
Hà Đông,17.3,54,8.2,4,3,1,5.9,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,3,7.93
Hà Đông,15.22,80,9.0,6,12,13,6.6,Đường đất,1,1,1,1,Cao,Tốt,0,Không ngập,Full cao cấp,Tốt,27,11.71
Tây Hồ,6.62,77,4.7,6,10,3,10.5,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,4,39.19
Hà Đông,18.27,98,8.9,3,6,4,9.7,Đường bê tông,1,1,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,0,14.05
Nam Từ Liêm,13.61,25,8.7,4,7,4,5.5,Đường đất,1,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Hay hỏng,30,2.95
Đống Đa,4.9,109,7.1,8,6,4,9.3,Đường nhựa,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,17,36.01
Bắc Từ Liêm,13.8,75,5.5,3,2,1,8.2,Đường nhựa,1,1,1,0,Cao,Kém (Hay mất trộm),0,Ngập sâu,Đồ gỗ xịn,Tốt,9,7.11
Tây Hồ,6.9,63,3.2,1,2,2,11.4,Đường bê tông,1,0,0,0,Trung bình,Rất tốt (VIP),0,Ngập sâu,Đồ gỗ xịn,Hay hỏng,22,16.64
Đống Đa,4.61,70,6.2,1,2,3,7.9,Đường bê tông,1,1,0,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,23,23.72
Hoàng Mai,11.17,74,5.6,2,2,3,6.3,Đường bê tông,1,1,0,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,12,16.42
Thanh Xuân,9.42,84,5.0,8,8,4,2.9,Đường bê tông,0,0,1,0,Thấp,Tốt,0,Không ngập,Cơ bản,Tốt,3,12.77
Hoàng Mai,9.83,94,7.4,7,9,8,11.8,Đường nhựa,1,1,1,0,Trung bình,Bình thường,0,Ngập sâu,Đồ gỗ xịn,Hay hỏng,27,10.85
Đống Đa,3.6,49,9.3,5,2,3,7.0,Đường bê tông,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,30,15.67
Hoàng Mai,7.08,25,5.3,4,6,2,6.5,Đường đất,1,0,1,0,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,6,3.47
Hoàng Mai,8.67,118,3.2,3,1,1,8.4,Đường đất,1,0,1,1,Thấp,Bình thường,0,Không ngập,Cơ bản,Tốt,22,17.43
Hoàng Mai,8.96,52,3.4,8,8,1,5.5,Đường đất,1,0,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,24,7.61
Hai Bà Trưng,4.53,77,4.4,3,4,5,3.1,Đường bê tông,0,0,1,0,Cao,Rất tốt (VIP),0,Ngập sâu,Cơ bản,Tốt,24,13.33
Bắc Từ Liêm,11.44,73,6.7,8,1,2,8.9,Đường bê tông,1,1,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,2,11.6
Long Biên,5.22,63,8.0,7,6,6,5.6,Đường bê tông,1,1,1,1,Cao,Kém (Hay mất trộm),0,Ngập nhẹ,Cơ bản,Tốt,4,14.88
Long Biên,12.96,86,4.1,1,2,3,8.2,Đường đất,1,0,0,0,Thấp,Bình thường,1,Không ngập,Đồ gỗ xịn,Tốt,17,9.02
Thanh Xuân,9.0,90,5.4,8,16,6,6.3,Đường nhựa,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Ngập nhẹ,Đồ gỗ xịn,Tốt,4,20.66
Hai Bà Trưng,2.16,76,9.4,2,2,2,6.1,Đường nhựa,1,1,0,0,Trung bình,Bình thường,0,Không ngập,Cơ bản,Tốt,14,24.72
Tây Hồ,6.97,25,6.4,4,4,5,8.1,Đường nhựa,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,30,8.08
Ba Đình,2.97,57,3.8,7,4,5,5.7,Đường nhựa,1,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,15,18.78
Thanh Xuân,9.15,25,4.0,3,5,4,7.0,Đường nhựa,1,0,1,0,Cao,Tốt,0,Không ngập,Full cao cấp,Tốt,19,6.09
Ba Đình,2.6,53,5.8,5,7,1,3.9,Đường bê tông,0,0,1,1,Cao,Bình thường,0,Không ngập,Cơ bản,Hay hỏng,11,15.09
Long Biên,4.8,39,8.6,2,2,2,8.7,Đường nhựa,1,0,0,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Hay hỏng,21,6.5
Hoàn Kiếm,1.67,73,4.7,3,3,4,11.5,Đường bê tông,1,1,1,0,Cao,Tốt,0,Không ngập,Nhà trống,Tốt,24,38.28
Hoàng Mai,8.18,89,5.7,3,1,2,10.6,Đường đất,1,1,1,0,Cao,Bình thường,0,Không ngập,Nhà trống,Tốt,26,13.96
Tây Hồ,7.88,37,8.8,7,2,2,10.8,Đường nhựa,1,0,1,0,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,3,12.21
Tây Hồ,5.16,25,4.4,1,2,3,2.0,Đường bê tông,0,0,0,0,Cao,Bình thường,0,Không ngập,Nhà trống,Tốt,6,7.12
Nam Từ Liêm,13.86,31,5.8,1,1,2,5.9,Đường nhựa,1,0,0,0,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,15,3.95
Hoàn Kiếm,1.45,96,3.2,6,1,2,11.7,Đường nhựa,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Nhà trống,Tốt,5,46.83
Nam Từ Liêm,12.69,25,5.9,4,8,8,11.4,Đường đất,1,0,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,27,4.68
Thanh Xuân,8.16,79,3.8,5,5,4,9.5,Đường đất,1,0,1,1,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,2,18.52
Tây Hồ,6.58,70,4.1,5,9,4,9.7,Đường bê tông,1,0,1,1,Cao,Kém (Hay mất trộm),0,Ngập sâu,Nhà trống,Tốt,9,20.45
Nam Từ Liêm,14.55,86,7.3,7,14,9,2.4,Đường bê tông,0,0,1,0,Trung bình,Bình thường,0,Không ngập,Nhà trống,Hay hỏng,23,8.26
Tây Hồ,7.0,63,7.4,5,6,3,5.2,Đường nhựa,1,1,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,30,28.83
Hai Bà Trưng,4.97,86,3.3,2,3,1,1.6,Đường bê tông,0,0,0,0,Trung bình,Tốt,1,Không ngập,Cơ bản,Tốt,23,11.19
Hà Đông,16.74,98,7.7,5,6,2,5.3,Đường nhựa,1,1,1,0,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,0,12.65
Bắc Từ Liêm,12.48,58,8.5,5,4,5,9.4,Đường bê tông,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,27,8.6
Cầu Giấy,8.2,74,7.8,6,6,3,2.0,Đường bê tông,0,0,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,6,14.54
Hà Đông,13.93,58,9.5,2,3,3,5.0,Đường đất,1,1,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,26,7.41
Thanh Xuân,6.84,113,8.2,1,1,2,7.2,Đường đất,1,1,0,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,14,27.32
Nam Từ Liêm,11.19,62,9.8,5,6,1,10.2,Đường đất,1,1,1,1,Cao,Bình thường,0,Không ngập,Cơ bản,Tốt,21,9.95
Thanh Xuân,6.53,85,9.7,3,2,1,8.2,Đường đất,1,1,1,0,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,11,17.6
Đống Đa,5.62,126,6.4,6,1,2,7.4,Đường bê tông,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,16,37.47
Long Biên,14.71,42,8.2,1,2,1,8.9,Đường bê tông,1,0,0,0,Thấp,Tốt,0,Ngập nhẹ,Cơ bản,Hay hỏng,13,6.09
Hai Bà Trưng,4.21,40,7.1,2,2,1,6.1,Đường bê tông,1,0,0,0,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,11,11.11
Nam Từ Liêm,14.11,111,7.2,8,11,6,9.2,Đường nhựa,1,1,1,0,Thấp,Tốt,0,Không ngập,Nhà trống,Hay hỏng,14,14.86
Hoàng Mai,5.92,39,3.9,7,14,10,3.5,Đường bê tông,0,0,1,0,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,2,4.61
Cầu Giấy,6.91,77,5.2,6,2,2,10.2,Đường đất,1,1,1,0,Thấp,Tốt,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,3,19.83
Hoàng Mai,8.37,59,6.8,7,3,3,3.2,Đường bê tông,0,0,1,0,Trung bình,Kém (Hay mất trộm),1,Không ngập,Đồ gỗ xịn,Hay hỏng,12,4.46
Thanh Xuân,8.98,58,7.9,3,3,3,2.3,Đường bê tông,0,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,1,8.98
Long Biên,7.96,134,6.1,6,11,1,10.1,Đường đất,1,1,1,1,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,23,25.47
Đống Đa,5.04,85,6.2,8,6,6,9.5,Đường đất,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,9,25.73
Đống Đa,4.7,118,4.9,5,10,8,5.4,Đường bê tông,1,1,1,0,Trung bình,Kém (Hay mất trộm),1,Không ngập,Nhà trống,Tốt,24,26.04
Long Biên,13.72,57,8.7,3,2,1,9.6,Đường bê tông,1,1,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,14,10.89
Cầu Giấy,8.04,79,9.4,3,6,3,2.4,Đường bê tông,0,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,0,15.02
Ba Đình,2.02,75,9.9,8,1,2,2.7,Đường bê tông,0,0,1,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,9,25.78
Long Biên,12.16,82,4.4,5,1,2,6.3,Đường đất,1,0,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,20,13.49
Hai Bà Trưng,2.09,88,7.0,3,6,5,6.3,Đường đất,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Hay hỏng,29,32.64
Nam Từ Liêm,11.98,73,9.2,2,3,4,6.7,Đường bê tông,1,1,0,0,Thấp,Rất tốt (VIP),0,Ngập nhẹ,Cơ bản,Tốt,0,13.46
Tây Hồ,7.09,70,9.4,3,4,2,4.6,Đường nhựa,1,1,1,0,Cao,Bình thường,0,Không ngập,Nhà trống,Tốt,14,26.61
Bắc Từ Liêm,11.35,70,8.1,7,11,3,9.9,Đường nhựa,1,1,1,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,23,10.37
Cầu Giấy,6.99,91,3.1,2,2,2,6.4,Đường đất,1,0,0,0,Cao,Tốt,0,Ngập nhẹ,Nhà trống,Tốt,11,19.88
Cầu Giấy,6.29,55,3.3,7,12,11,2.6,Đường bê tông,0,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,3,12.14
Hoàn Kiếm,1.84,48,5.4,2,3,2,5.0,Đường bê tông,1,1,0,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Hay hỏng,21,30.35
Hoàn Kiếm,0.85,92,4.8,4,4,5,2.7,Đường bê tông,0,0,1,0,Thấp,Bình thường,0,Không ngập,Cơ bản,Tốt,4,42.76
Thanh Xuân,8.25,25,3.9,7,11,3,3.7,Đường nhựa,0,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,14,4.11
Nam Từ Liêm,11.83,95,7.6,6,8,1,2.0,Đường bê tông,0,0,1,0,Cao,Tốt,0,Không ngập,Nhà trống,Tốt,29,10.34
Tây Hồ,7.91,44,8.0,1,2,3,4.3,Đường nhựa,1,0,0,0,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,0,15.79
Ba Đình,4.11,25,9.5,8,7,8,7.0,Đường đất,1,0,1,1,Trung bình,Bình thường,0,Không ngập,Nhà trống,Tốt,20,9.01
Nam Từ Liêm,10.32,95,3.4,5,9,4,11.3,Đường nhựa,1,0,1,0,Thấp,Bình thường,1,Không ngập,Nhà trống,Hay hỏng,28,9.93
Hà Đông,16.19,74,5.4,5,5,1,4.6,Đường đất,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,13,9.67
Cầu Giấy,8.55,84,6.5,8,7,6,7.3,Đường đất,1,1,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,8,20.7
Hoàng Mai,11.13,50,6.7,3,5,2,7.0,Đường bê tông,1,1,1,0,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,6,8.41
Hà Đông,12.36,34,5.9,4,8,6,11.9,Đường đất,1,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,27,5.24
Hai Bà Trưng,4.83,62,4.6,4,6,2,11.4,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,12,20.47
Hai Bà Trưng,3.96,91,4.3,1,2,2,7.3,Đường bê tông,1,0,0,0,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,13,28.47
Tây Hồ,6.11,70,9.0,7,4,4,9.9,Đường nhựa,1,1,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Hay hỏng,22,28.74
Ba Đình,4.82,85,4.4,7,8,6,9.6,Đường đất,1,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,7,28.92
Hà Đông,15.83,25,8.1,1,2,3,6.6,Đường bê tông,1,0,0,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,25,3.28
Long Biên,9.23,31,9.0,5,5,5,10.0,Đường đất,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,29,4.75
Long Biên,10.12,41,8.4,2,3,1,3.3,Đường bê tông,0,0,0,1,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,15,6.18
Long Biên,10.73,93,7.7,4,6,5,8.7,Đường nhựa,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Cơ bản,Tốt,16,17.24
Cầu Giấy,7.79,31,3.5,4,5,5,5.7,Đường đất,1,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Hay hỏng,24,7.01
Long Biên,14.48,46,6.1,2,1,1,7.5,Đường nhựa,1,1,0,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,12,9.49
Tây Hồ,5.44,83,7.1,3,4,5,1.6,Đường bê tông,0,0,1,0,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,14,21.56
Cầu Giấy,7.11,66,9.8,5,1,1,4.9,Đường đất,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,16,19.75
Ba Đình,3.79,25,7.7,5,4,1,8.2,Đường bê tông,1,0,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,15,11.1
Nam Từ Liêm,13.64,33,8.5,2,4,5,10.5,Đường bê tông,1,0,0,0,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,0,4.34
Long Biên,11.61,100,7.0,1,2,2,6.8,Đường đất,1,1,0,0,Trung bình,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,15,16.66
Hoàng Mai,11.14,78,6.8,8,3,3,8.4,Đường nhựa,1,1,1,0,Trung bình,Rất tốt (VIP),0,Ngập sâu,Cơ bản,Tốt,0,10.07
Ba Đình,3.01,117,8.5,2,2,3,7.7,Đường đất,1,1,0,0,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,9,36.69
Đống Đa,4.8,92,8.0,7,13,2,1.5,Đường bê tông,0,0,1,0,Cao,Tốt,0,Không ngập,Full cao cấp,Hay hỏng,25,21.85
Hoàn Kiếm,0.24,95,7.8,4,2,1,11.3,Đường bê tông,1,1,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,30,75.11
Hoàng Mai,7.39,47,3.7,7,9,5,9.0,Đường nhựa,1,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Hay hỏng,10,6.78
Tây Hồ,5.64,45,5.2,2,2,2,3.5,Đường bê tông,0,0,0,0,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,8,11.72
Ba Đình,3.0,75,8.1,7,11,5,10.1,Đường bê tông,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,17,27.4
Ba Đình,3.44,76,4.3,6,6,6,6.2,Đường bê tông,1,0,1,0,Cao,Bình thường,0,Không ngập,Full cao cấp,Tốt,22,27.23
Hoàn Kiếm,0.12,55,4.5,2,2,2,8.0,Đường nhựa,1,0,0,1,Cao,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,7,39.22
Cầu Giấy,6.71,59,9.5,8,3,2,10.9,Đường bê tông,1,1,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Hay hỏng,10,22.41
Cầu Giấy,6.76,93,7.2,5,6,2,3.2,Đường bê tông,0,0,1,1,Cao,Tốt,0,Ngập nhẹ,Full cao cấp,Tốt,2,25.02
Đống Đa,3.38,66,4.0,6,3,2,8.4,Đường đất,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Nhà trống,Tốt,19,15.64
Hà Đông,15.34,41,3.7,5,10,3,6.0,Đường nhựa,1,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,6,5.63
Bắc Từ Liêm,13.43,84,3.9,7,7,2,8.2,Đường bê tông,1,0,1,0,Cao,Rất tốt (VIP),1,Không ngập,Nhà trống,Tốt,14,8.42
Hoàn Kiếm,0.9,74,8.9,7,6,6,11.1,Đường đất,1,1,1,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,3,48.97
Ba Đình,3.7,84,4.1,6,1,2,8.5,Đường nhựa,1,0,1,0,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,10,28.92
Cầu Giấy,7.38,94,3.2,6,2,2,6.3,Đường đất,1,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,0,22.18
Hoàn Kiếm,0.5,66,9.8,1,2,3,3.7,Đường đất,0,0,0,0,Cao,Tốt,0,Không ngập,Full cao cấp,Tốt,25,31.49
Cầu Giấy,8.72,87,6.3,7,7,4,6.4,Đường đất,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,2,22.77
Cầu Giấy,6.01,51,9.7,3,4,4,8.7,Đường nhựa,1,1,1,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Hay hỏng,15,15.46
Bắc Từ Liêm,11.09,50,5.7,6,7,6,11.4,Đường đất,1,1,1,1,Trung bình,Bình thường,0,Không ngập,Cơ bản,Hay hỏng,11,6.81
Thanh Xuân,7.86,97,6.0,4,3,1,6.0,Đường đất,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Hay hỏng,17,19.42
Tây Hồ,4.38,27,8.7,1,1,2,8.9,Đường bê tông,1,0,0,0,Trung bình,Rất tốt (VIP),1,Không ngập,Đồ gỗ xịn,Tốt,5,8.66
Hoàng Mai,10.6,79,3.5,5,6,4,7.3,Đường nhựa,1,0,1,1,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,18,12.43
