Quan_Huyen,Dac_diem_khu_vuc,Loai_dat,Loai_duong,Huong_nha,Phap_ly,Mat_do_dan_cu,An_ninh,Gan_Tien_ich,Gan_Giao_thong,Noi_that,Tinh_trang_Dien_Nuoc,Muc_do_xuong_cap,Khoang_cach_TT_km,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Tuoi_nha_nam,O_to_vao,Co_Gara,Co_San_thuong,Gan_nghia_trang_bai_rac,Co_bi_ngap,Gia_ban_ty
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,Can sua chua,Xuong cap nhe,4.33,39,9.4,2,4,3,10.2,23,1,0,1,1,0,8.85
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông,Hợp đồng mua bán,Thap,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,9.13,61,5.0,2,1,2,9.0,6,1,1,1,0,1,11.07
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Chờ sổ,Thap,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Nat/Can dap di,6.16,64,4.4,5,1,2,5.1,18,1,0,1,0,0,10.58
Đan Phượng,Khu dan cu,Full tho cu,Duong nhua,Tây,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,Can sua chua,Nat/Can dap di,24.14,63,9.2,5,4,1,6.2,17,1,1,1,0,0,4.49
Sóc Sơn,Mat duong Quoc lo,Full tho cu,Duong nhua,Tây Nam,Hợp đồng mua bán,Cao,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,27.39,161,12.4,2,3,3,12.8,5,1,1,1,1,1,6.92
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Vi bằng,Cao,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Binh thuong,8.0,30,10.2,3,2,1,13.6,30,1,0,1,0,0,7.19
Thạch Thất,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Nam,Chờ sổ,Thap,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,39.7,100,6.5,1,1,1,11.4,11,1,1,0,1,0,2.4
Mỹ Đức,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Hợp đồng mua bán,Thap,Bình thường,Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,58.88,108,12.4,2,3,1,8.2,0,1,1,1,0,0,1.9
Mỹ Đức,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Nam,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,Can sua chua,Binh thuong,45.72,118,13.4,1,1,1,13.9,22,1,1,0,0,0,1.63
Gia Lâm,Gan KCN,Full tho cu,Duong be tong,Đông Bắc,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,On dinh,Binh thuong,10.44,135,8.8,3,5,5,1.9,18,0,0,1,0,1,8.36
Hoài Đức,Khu dan cu,Full tho cu,Duong be tong,Tây Bắc,Vi bằng,Thap,Bình thường,Không gần gì,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,17.63,123,4.3,3,5,3,2.8,13,0,0,1,0,0,8.31
Đan Phượng,Gan KCN,Full tho cu,Duong nhua,Nam,Vi bằng,Thap,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,23.69,100,6.0,2,1,2,9.2,13,1,1,1,0,1,6.97
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Thap,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,4.23,80,4.5,5,8,3,8.7,2,1,1,1,0,0,28.470000000000006
Sơn Tây,Trong lang xom,Full tho cu,Duong nhua,Đông,Hợp đồng mua bán,Trung binh,Tốt,Không gần gì,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,39.63,117,10.0,2,4,1,13.6,8,1,1,1,0,0,5.19
Hoài Đức,Khu dan cu,Full tho cu,Duong nhua,Tây Bắc,Vi bằng,Cao,Bình thường,Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,22.75,133,8.7,4,5,1,13.4,2,1,1,1,0,0,11.73
Phúc Thọ,Trong lang xom,Full tho cu,Duong nhua,Tây Nam,Chờ sổ,Thap,Tốt,Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,Hay hong,Binh thuong,26.56,237,5.6,2,3,4,8.3,23,1,1,1,0,1,7.9
Sóc Sơn,Gan lang nghe,Full tho cu,Duong dat,Nam,Chờ sổ,Cao,Tốt,Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Nat/Can dap di,35.04,79,5.4,1,2,2,1.6,30,0,0,0,0,0,1.53
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,Hay hong,Nat/Can dap di,3.78,69,9.7,6,11,1,13.9,24,1,1,1,1,1,8.46
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Không gần gì,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,6.6,105,4.3,4,6,2,6.2,13,1,0,1,0,0,16.12
Thường Tín,Gan lang nghe,Tho cu + Dat vuon,Duong dat,Bắc,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Gần Bệnh viện,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,27.0,165,8.9,2,1,2,2.7,0,0,0,1,0,0,2.87
Phúc Thọ,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,30.87,180,11.4,2,2,2,8.5,16,1,1,1,0,0,3.67
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong be tong,Đông Nam,Chờ sổ,Thap,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Nhà trống,Hay hong,Xuong cap nhe,13.56,60,11.9,1,2,3,2.7,20,0,0,0,0,0,7.13
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong be tong,Tây Nam,Hợp đồng mua bán,Cao,Bình thường,Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Binh thuong,11.41,85,8.2,1,1,2,4.7,30,1,1,0,0,0,15.02
Sơn Tây,Mat duong Quoc lo,Full tho cu,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Thap,Tốt,Không gần gì,Gần Bến xe Bus,Cơ bản,On dinh,Binh thuong,47.54,130,9.9,2,4,5,13.1,16,1,1,1,0,0,7.25
Bắc Từ Liêm,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),Gần Bệnh viện,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,14.35,71,11.4,2,2,1,10.2,1,1,1,1,0,0,6.27
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,Hay hong,Xuong cap nhe,10.25,20,7.4,3,4,2,11.2,27,1,0,1,0,0,3.71
Ba Vì,Gan lang nghe,Tho cu + Dat vuon,Duong dat,Tây Bắc,Hợp đồng mua bán,Cao,Tốt,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,Can sua chua,Binh thuong,66.38,80,5.9,1,1,1,2.3,16,0,0,0,0,0,0.78
Phú Xuyên,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây Nam,Hợp đồng mua bán,Cao,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,Hay hong,Xuong cap nhe,39.6,53,10.2,2,2,2,5.9,29,1,1,1,0,0,1.13
Đan Phượng,Khu dan cu,Full tho cu,Duong be tong,Tây,Vi bằng,Cao,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,22.77,118,6.1,4,8,5,2.8,17,0,0,1,0,0,7.25
Ba Vì,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Nam,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Nhà trống,Hay hong,Xuong cap nhe,51.01,40,9.9,1,2,1,12.7,20,1,0,0,0,0,0.61
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong be tong,Tây Bắc,Vi bằng,Thap,Tốt,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,13.64,91,8.3,3,6,5,3.6,5,1,1,1,0,0,16.85
Ba Vì,Trong lang xom,Full tho cu,Duong be tong,Đông Nam,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,59.5,129,10.6,3,3,1,3.3,1,0,0,1,0,0,2.33
Sóc Sơn,Mat duong Quoc lo,Full tho cu,Duong nhua,Tây,Chờ sổ,Thap,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,On dinh,Xuong cap nhe,25.81,63,6.8,1,2,1,9.0,21,1,1,0,1,0,3.15
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Vi bằng,Cao,Bình thường,Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Xuong cap nhe,7.69,30,4.2,4,6,2,10.2,17,1,0,1,0,0,4.92
Thạch Thất,Trong lang xom,Full tho cu,Duong nhua,Bắc,Vi bằng,Trung binh,Bình thường,Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,27.06,140,6.9,2,2,3,10.7,3,1,1,1,0,0,8.41
Long Biên,Gan KCN,Full tho cu,Duong nhua,Đông Nam,Vi bằng,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,14.27,113,9.2,1,1,2,14.4,0,1,1,0,0,0,21.45
Thanh Oai,Khu dan cu,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,29.25,45,3.2,3,2,2,13.6,13,1,0,1,0,1,2.65
Chương Mỹ,Gan lang nghe,Full tho cu,Duong nhua,Đông Bắc,Chờ sổ,Trung binh,Rất tốt (Khu VIP),Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,Can sua chua,Xuong cap nhe,25.32,203,8.3,1,1,1,6.4,30,1,1,0,0,0,8.2
Thanh Oai,Khu dan cu,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Gần Bệnh viện,Xa phương tiện CC,Nhà trống,Can sua chua,Binh thuong,29.92,73,9.6,4,5,2,14.7,22,1,1,1,0,0,4.32
Đan Phượng,Gan KCN,Full tho cu,Duong nhua,Đông Nam,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,22.44,102,8.8,1,1,2,11.2,2,1,1,0,0,1,6.47
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông,Chờ sổ,Trung binh,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Full nội thất cao cấp,Can sua chua,Nat/Can dap di,0.0,31,8.4,8,10,1,13.4,23,1,0,1,1,0,10.04
Gia Lâm,Khu dau gia,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,Hay hong,Binh thuong,14.72,61,5.5,3,2,3,7.0,21,1,1,1,0,0,6.4
Ứng Hòa,Trong lang xom,Tho cu + Dat vuon,Duong be tong,Đông Nam,Vi bằng,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,45.16,103,5.4,3,2,2,3.9,0,1,1,1,0,1,1.31
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây Nam,Chờ sổ,Trung binh,Tốt,Gần Bệnh viện,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,6.11,20,10.9,5,1,1,2.0,6,0,0,1,0,0,5.0
Mê Linh,Trong lang xom,Full tho cu,Duong nhua,Tây,Hợp đồng mua bán,Trung binh,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,Can sua chua,Binh thuong,29.6,121,10.1,2,3,2,14.4,28,1,1,1,0,0,6.34
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Đông,Vi bằng,Thap,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,12.18,93,6.2,5,5,5,14.8,0,1,1,1,0,0,16.98
Mỹ Đức,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Thap,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,53.73,70,12.7,3,2,2,11.1,11,1,1,1,1,0,0.69
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Hợp đồng mua bán,Thap,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,6.19,50,7.2,3,1,1,14.5,3,1,0,1,0,1,11.54
Thường Tín,Trong lang xom,Full tho cu,Duong be tong,Tây Nam,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Xuong cap nhe,29.16,40,5.6,1,1,2,4.6,30,1,0,0,0,1,1.6
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây Bắc,Vi bằng,Thap,Bình thường,Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Nat/Can dap di,2.47,40,3.9,4,8,6,4.1,19,1,0,1,0,0,9.02
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Vi bằng,Trung binh,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,8.7,73,11.5,5,2,2,12.8,9,1,1,1,1,0,18.54
Hà Đông,Khu dan cu,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Xuong cap nhe,14.09,56,8.5,4,4,4,14.0,16,1,1,1,0,0,8.89
Nam Từ Liêm,Khu dau gia,Full tho cu,Duong be tong,Tây Bắc,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần Bệnh viện,Gần Metro (Tàu điện),Nhà trống,On dinh,Xuong cap nhe,11.65,111,10.8,4,2,2,3.2,17,0,0,1,0,0,17.11
Đan Phượng,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Nat/Can dap di,18.43,46,8.5,2,1,2,7.3,27,1,0,1,0,1,1.43
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Chờ sổ,Trung binh,Bình thường,Gần Bệnh viện,Xa phương tiện CC,Cơ bản,Can sua chua,Binh thuong,4.09,99,9.4,6,4,3,11.5,24,1,1,1,0,0,28.470000000000006
Mê Linh,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Đông,Hợp đồng mua bán,Trung binh,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,Hay hong,Nat/Can dap di,24.47,172,5.6,3,6,5,7.5,28,1,1,1,0,0,6.26
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Gần Bệnh viện,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Nat/Can dap di,6.02,20,7.7,8,6,1,10.2,26,1,0,1,0,0,2.73
Phúc Thọ,Gan lang nghe,Tho cu + Dat vuon,Duong be tong,Đông Bắc,Vi bằng,Trung binh,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,35.09,114,8.1,3,3,1,4.1,13,1,1,1,0,0,2.64
Nam Từ Liêm,Gan KCN,Tho cu + Dat vuon,Duong be tong,Tây,Sổ đỏ/Sổ hồng,Thap,Bình thường,Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,12.59,61,10.5,4,3,3,2.6,5,0,0,1,0,1,3.96
Ba Vì,Trong lang xom,Full tho cu,Duong be tong,Đông,Vi bằng,Cao,Bình thường,Gần Bệnh viện,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,62.2,152,5.6,1,1,2,4.5,8,1,1,0,0,0,3.51
Hà Đông,Khu dau gia,Tho cu + Dat vuon,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,13.17,70,11.5,5,8,7,9.4,14,1,1,1,0,1,7.28
Mê Linh,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Nam,Chờ sổ,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,Can sua chua,Nat/Can dap di,34.79,171,12.4,2,3,4,7.6,18,1,1,1,0,0,4.1
Hà Đông,Khu dan cu,Full tho cu,Duong nhua,Tây Nam,Vi bằng,Trung binh,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,14.97,140,11.9,2,3,4,6.8,11,1,1,1,0,0,20.01
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Vi bằng,Trung binh,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,3.67,25,5.8,6,9,6,14.0,11,1,0,1,0,0,7.21
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,Hay hong,Nat/Can dap di,8.46,80,5.0,7,10,9,12.4,18,1,1,1,1,0,12.31
Sóc Sơn,Trong lang xom,Full tho cu,Duong nhua,Đông Bắc,Hợp đồng mua bán,Cao,Bình thường,Gần Bệnh viện,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Binh thuong,25.21,191,13.3,2,3,3,8.3,21,1,1,1,0,0,8.0
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,Hay hong,Xuong cap nhe,8.05,39,3.8,2,3,2,11.4,18,1,0,1,0,1,10.91
Nam Từ Liêm,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần Bệnh viện,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,12.28,124,6.3,1,1,2,6.4,12,1,1,0,0,0,13.38
Hoài Đức,Khu dau gia,Tho cu + Dat vuon,Duong nhua,Nam,Hợp đồng mua bán,Thap,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,15.84,30,11.1,5,3,1,10.0,12,1,0,1,0,0,1.95
Mỹ Đức,Trong lang xom,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,Hay hong,Xuong cap nhe,55.45,198,8.8,1,2,1,11.1,16,1,1,0,0,0,3.66
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,4.37,36,9.7,2,1,1,14.2,12,1,0,1,0,0,13.3
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Chờ sổ,Cao,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,4.73,54,10.6,4,1,2,7.6,12,1,1,1,0,1,17.98
Mỹ Đức,Trong lang xom,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,49.23,152,7.9,1,2,2,12.6,0,1,1,0,0,0,3.23
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Đông,Hợp đồng mua bán,Thap,Bình thường,Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,11.91,107,6.9,4,6,2,9.8,15,1,1,1,0,1,14.69
Sơn Tây,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Chờ sổ,Cao,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Xuong cap nhe,40.17,76,6.3,2,2,3,14.0,28,1,1,1,0,0,1.84
Thanh Trì,Khu dan cu,Full tho cu,Duong nhua,Đông,Hợp đồng mua bán,Trung binh,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Binh thuong,13.26,76,4.7,4,7,3,6.1,23,1,1,1,0,0,7.87
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Vi bằng,Trung binh,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,0.0,104,6.9,4,5,6,10.8,13,1,1,1,0,0,28.470000000000006
Phúc Thọ,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Hợp đồng mua bán,Cao,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Cơ bản,Hay hong,Xuong cap nhe,32.75,136,13.2,3,5,3,8.5,19,1,1,1,0,1,2.37
Đông Anh,Khu dan cu,Full tho cu,Duong be tong,Tây,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Gần Công viên/Hồ,Xa phương tiện CC,Nhà trống,Can sua chua,Nat/Can dap di,24.44,48,8.1,2,4,3,2.7,16,0,0,1,0,0,2.89
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Chờ sổ,Cao,Bình thường,Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,4.49,42,6.6,3,4,1,12.3,4,1,0,1,0,1,14.75
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây,Sổ đỏ/Sổ hồng,Thap,Tốt,Không gần gì,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,9.38,38,3.8,8,9,3,1.7,8,0,0,1,0,0,7.72
Phúc Thọ,Gan lang nghe,Full tho cu,Duong nhua,Đông,Chờ sổ,Trung binh,Tốt,Gần Bệnh viện,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,34.96,85,5.1,2,4,1,10.6,5,1,1,1,0,0,2.86
Mỹ Đức,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,50.25,144,12.6,3,6,4,13.0,8,1,1,1,1,0,1.15
Đan Phượng,Gan KCN,Full tho cu,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Thap,Bình thường,Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,20.38,45,5.5,4,4,4,14.1,0,1,0,1,0,0,3.7
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Bình thường,Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,4.79,74,8.3,4,1,1,3.1,13,0,0,1,0,0,20.14
Thường Tín,Trong lang xom,Tho cu + Dat vuon,Duong be tong,Đông Nam,Vi bằng,Cao,Bình thường,Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,23.8,179,13.0,3,6,5,5.0,6,1,1,1,0,1,4.37
Ứng Hòa,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Bệnh viện,Gần Metro (Tàu điện),Nhà trống,Hay hong,Xuong cap nhe,45.68,170,13.5,3,6,6,6.9,21,1,1,1,0,0,3.12
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Chờ sổ,Thap,Bình thường,Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,5.08,54,8.2,7,7,7,9.7,1,1,1,1,0,0,19.16
Quốc Oai,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,21.89,130,6.3,3,2,2,7.4,11,1,1,1,0,0,6.34
Sơn Tây,Trong lang xom,Tho cu + Dat vuon,Duong dat,Nam,Hợp đồng mua bán,Thap,Tốt,Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,47.94,204,8.7,3,3,2,1.7,12,0,0,1,0,0,3.25
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông Bắc,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,9.83,29,4.5,3,1,2,1.9,10,0,0,1,0,1,3.37
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Thap,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,0.0,45,8.1,5,6,5,11.9,3,1,0,1,0,0,25.48
